iter	Passed	Remaining
802	3904	957
803	3909	953
804	3913	947
805	3918	943
806	3922	938
807	3927	933
808	3932	928
809	3936	923
810	3941	918
811	3946	913
812	3952	909
813	3956	903
814	3960	898
815	3965	894
816	3969	889
817	3975	884
818	3979	879
819	3984	874
820	3989	869
821	3993	864
822	3997	859
823	4000	854
824	4005	849
825	4009	844
826	4013	839
827	4018	834
828	4023	829
829	4028	825
830	4033	820
831	4038	815
832	4042	810
833	4047	805
834	4053	801
835	4059	796
836	4064	791
837	4069	786
838	4074	781
839	4080	777
840	4085	772
841	4090	767
842	4094	762
843	4099	757
844	4104	752
845	4109	748
846	4114	743
847	4120	738
848	4125	733
849	4129	728
850	4133	723
851	4137	718
852	4141	713
853	4146	708
854	4151	704
855	4157	699
856	4161	694
857	4165	689
858	4170	684
859	4176	679
860	4180	674
861	4185	670
862	4190	665
863	4195	660
864	4200	655
865	4204	650
866	4208	645
867	4213	640
868	4218	635
869	4223	631
870	4228	626
871	4233	621
872	4237	616
873	4240	611
874	4246	606
875	4250	601
876	4255	596
877	4260	592
878	4266	587
879	4270	582
880	4276	577
881	4280	572
882	4284	567
883	4288	562
884	4293	557
885	4297	553
886	4303	548
887	4309	543
888	4313	538
889	4316	533
890	4320	528
891	4325	523
892	4331	518
893	4335	514
894	4340	509
895	4346	504
896	4350	499
897	4355	494
898	4359	489
899	4364	484
900	4370	480
901	4375	475
902	4379	470
903	4384	465
904	4389	460
905	4394	455
906	4398	451
907	4404	446
908	4409	441
909	4413	436
910	4420	431
911	4424	426
912	4429	422
913	4434	417
914	4438	412
915	4443	407
916	4447	402
917	4453	397
918	4457	392
919	4461	387
920	4465	383
921	4470	378
922	4475	373
923	4480	368
924	4486	363
925	4490	358
926	4498	354
927	4502	349
928	4508	344
929	4512	339
930	4517	334
931	4522	329
932	4527	325
933	4532	320
934	4537	315
935	4543	310
936	4548	305
937	4554	301
938	4559	296
939	4563	291
940	4568	286
941	4572	281
942	4577	276
943	4582	271
944	4586	266
945	4591	262
946	4597	257
947	4600	252
948	4605	247
949	4610	242
950	4616	237
951	4621	233
952	4625	228
953	4630	223
954	4635	218
955	4639	213
956	4645	208
957	4651	203
958	4656	199
959	4660	194
960	4664	189
961	4669	184
962	4674	179
963	4679	174
964	4683	169
965	4687	165
966	4692	160
967	4698	155
968	4702	150
969	4706	145
970	4711	140
971	4716	135
972	4721	131
973	4727	126
974	4732	121
975	4738	116
976	4743	111
977	4747	106
978	4752	101
979	4758	97
980	4763	92
981	4769	87
982	4775	82
983	4780	77
984	4784	72
985	4788	67
986	4793	63
987	4799	58
988	4804	53
989	4810	48
990	4815	43
991	4820	38
992	4825	34
993	4830	29
994	4835	24
995	4840	19
996	4845	14
997	4850	9
998	4854	4
999	4859	0
